# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,EHDWLXDSER,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,24,33
# x,y,z,u,w
8.055106375801719398e-01, 6.322140382178774443e-02, -6.445509213486291800e-02, 1.044679437329885330e+00, 1.000000000000000000e+00
6.452842711013009325e-01, 6.322140382178774443e-02, -7.100550372142330757e-02, 1.044679437329885330e+00, 1.216336609715709338e+00
4.974155504837552977e-01, 6.322140382178774443e-02, -7.270643413849114944e-02, 1.044679437329885330e+00, 1.415838762408753171e+00
3.709398233574442982e-01, 6.322140382178774443e-02, -6.928946296291975393e-02, 1.044679437329885330e+00, 1.586533649582798411e+00
2.697459092590888119e-01, 6.322140382178774443e-02, -6.154483219489408075e-02, 1.044679437329885330e+00, 1.723464124463156111e+00
1.932350446085741025e-01, 6.322140382178774443e-02, -5.067813854556039999e-02, 1.044679437329885330e+00, 1.827739635619072267e+00
1.382592443674498794e-01, 6.322140382178771667e-02, -3.751384921205144773e-02, 1.044679437329885330e+00, 1.904044169930654951e+00
1.014655269600478749e-01, 6.322140382178774443e-02, -2.161085591865224628e-02, 1.044679437329885330e+00, 1.958266880232111484e+00
8.556368741413387935e-02, 6.322140382178774443e-02, 0.000000000000000000e+00, 1.044679437329885330e+00, 2.000000000000000000e+00
1.014655269600472781e-01, 6.322140382178774443e-02, 2.161085591865186811e-02, 1.044679437329885330e+00, 2.041733119767888294e+00
1.382592443674495741e-01, 6.322140382178774443e-02, 3.751384921205135753e-02, 1.044679437329885330e+00, 2.095955830069344827e+00
1.932350446085736861e-01, 6.322140382178774443e-02, 5.067813854556031672e-02, 1.044679437329885330e+00, 2.172260364380927733e+00
2.697459092590886454e-01, 6.322140382178774443e-02, 6.154483219489406687e-02, 1.044679437329885330e+00, 2.276535875536843889e+00
3.709398233574435766e-01, 6.322140382178774443e-02, 6.928946296291971230e-02, 1.044679437329885330e+00, 2.413466350417201589e+00
4.974155504837547981e-01, 6.322140382178774443e-02, 7.270643413849113557e-02, 1.044679437329885330e+00, 2.584161237591246607e+00
6.452842711013004884e-01, 6.322140382178774443e-02, 7.100550372142330757e-02, 1.044679437329885330e+00, 2.783663390284290440e+00
8.055106375801712737e-01, 6.322140382178774443e-02, 6.445509213486294575e-02, 1.044679437329885330e+00, 3.000000000000000000e+00
9.655612542579672386e-01, 6.322140382178774443e-02, 5.446579096791360347e-02, 1.044679437329885330e+00, 3.216336609715709116e+00
1.112999119173800011e+00, 6.322140382178774443e-02, 4.298455341292734683e-02, 1.044679437329885330e+00, 3.415838762408752949e+00
1.239030130167427801e+00, 6.322140382178774443e-02, 3.174912374391147818e-02, 1.044679437329885330e+00, 3.586533649582798411e+00
1.340051980715114999e+00, 6.322140382178774443e-02, 2.188378599256830814e-02, 1.044679437329885330e+00, 3.723464124463156111e+00
1.416932158523360075e+00, 6.322140382178774443e-02, 1.387326074025889595e-02, 1.044679437329885330e+00, 3.827739635619072267e+00
1.473160011530690205e+00, 6.322140382178774443e-02, 7.731221192549949869e-03, 1.044679437329885330e+00, 3.904044169930655173e+00
1.513099394400585274e+00, 6.322140382178774443e-02, 3.216907163579706824e-03, 1.044679437329885330e+00, 3.958266880232111262e+00
1.540884250084248563e+00, 6.322140382178774443e-02, 0.000000000000000000e+00, 1.044679437329885330e+00, 4.000000000000000000e+00
1.583843803368629510e+00, 1.296519549655357484e-01, 0.000000000000000000e+00, 1.091626823297198401e+00, 0.000000000000000000e+00
1.556955263161632130e+00, 1.296519549655357484e-01, -3.113132513441300118e-03, 1.091626823297198401e+00, 4.173311976788848798e-02
1.518304290330725337e+00, 1.296519549655357484e-01, -7.481818665961337614e-03, 1.091626823297198401e+00, 9.595583006934514658e-02
1.463890299358302727e+00, 1.296519549655357484e-01, -1.342572131608984684e-02, 1.091626823297198401e+00, 1.722603643809275942e-01
1.389490209767992202e+00, 1.296519549655357484e-01, -2.117783393377633411e-02, 1.091626823297198401e+00, 2.765358755368439447e-01
1.291727236975795945e+00, 1.296519549655357484e-01, -3.072492439927035357e-02, 1.091626823297198401e+00, 4.134663504172014781e-01
1.169761877680315809e+00, 1.296519549655357484e-01, -4.159790879903765143e-02, 1.091626823297198401e+00, 5.841612375912467181e-01
1.027080231104242181e+00, 1.296519549655357484e-01, -5.270877153441210633e-02, 1.091626823297198401e+00, 7.836633902842906618e-01
8.721927092580704644e-01, 1.296519549655357484e-01, -6.237582646265784486e-02, 1.091626823297198401e+00, 1.000000000000000000e+00
7.171351071478020422e-01, 1.296519549655357484e-01, -6.871492742193294201e-02, 1.091626823297198401e+00, 1.216336609715709338e+00
5.740365039032890859e-01, 1.296519549655357484e-01, -7.036098729099786453e-02, 1.091626823297198401e+00, 1.415838762408753171e+00
4.516407746339461404e-01, 1.296519549655357484e-01, -6.705424465801258782e-02, 1.091626823297198401e+00, 1.586533649582798411e+00
3.537112889128014581e-01, 1.296519549655357484e-01, -5.955944899791237174e-02, 1.091626823297198401e+00, 1.723464124463156111e+00
2.796685987563309883e-01, 1.296519549655357484e-01, -4.904330551191027343e-02, 1.091626823297198401e+00, 1.827739635619072267e+00
2.264662704079192235e-01, 1.296519549655356929e-01, -3.630368479655903674e-02, 1.091626823297198401e+00, 1.904044169930654951e+00
1.908594865851896694e-01, 1.296519549655357484e-01, -2.091370834861070588e-02, 1.091626823297198401e+00, 1.958266880232111484e+00
1.754706266658279112e-01, 1.296519549655357484e-01, 0.000000000000000000e+00, 1.091626823297198401e+00, 2.000000000000000000e+00
1.908594865851891142e-01, 1.296519549655357484e-01, 2.091370834861034159e-02, 1.091626823297198401e+00, 2.041733119767888294e+00
2.264662704079189737e-01, 1.296519549655357484e-01, 3.630368479655896041e-02, 1.091626823297198401e+00, 2.095955830069344827e+00
2.796685987563305997e-01, 1.296519549655357484e-01, 4.904330551191019710e-02, 1.091626823297198401e+00, 2.172260364380927733e+00
3.537112889128012361e-01, 1.296519549655357484e-01, 5.955944899791235786e-02, 1.091626823297198401e+00, 2.276535875536843889e+00
4.516407746339454743e-01, 1.296519549655357484e-01, 6.705424465801254619e-02, 1.091626823297198401e+00, 2.413466350417201589e+00
5.740365039032886418e-01, 1.296519549655357484e-01, 7.036098729099785065e-02, 1.091626823297198401e+00, 2.584161237591246607e+00
7.171351071478013761e-01, 1.296519549655357484e-01, 6.871492742193294201e-02, 1.091626823297198401e+00, 2.783663390284290440e+00
8.721927092580700203e-01, 1.296519549655357484e-01, 6.237582646265787262e-02, 1.091626823297198401e+00, 3.000000000000000000e+00
1.027080231104241292e+00, 1.296519549655357484e-01, 5.270877153441216878e-02, 1.091626823297198401e+00, 3.216336609715709116e+00
1.169761877680314921e+00, 1.296519549655357484e-01, 4.159790879903775551e-02, 1.091626823297198401e+00, 3.415838762408752949e+00
1.291727236975795501e+00, 1.296519549655357484e-01, 3.072492439927041949e-02, 1.091626823297198401e+00, 3.586533649582798411e+00
1.389490209767991535e+00, 1.296519549655357484e-01, 2.117783393377638615e-02, 1.091626823297198401e+00, 3.723464124463156111e+00
1.463890299358299618e+00, 1.296519549655357484e-01, 1.342572131609029613e-02, 1.091626823297198401e+00, 3.827739635619072267e+00
1.518304290330721562e+00, 1.296519549655357484e-01, 7.481818665962007217e-03, 1.091626823297198401e+00, 3.904044169930655173e+00
1.556955263161629244e+00, 1.296519549655357484e-01, 3.113132513441801454e-03, 1.091626823297198401e+00, 3.958266880232111262e+00
1.583843803368629510e+00, 1.296519549655357484e-01, 0.000000000000000000e+00, 1.091626823297198401e+00, 4.000000000000000000e+00
1.628653595856840663e+00, 1.989436254799753778e-01, 0.000000000000000000e+00, 1.140596201752632766e+00, 0.000000000000000000e+00
1.602699974834112862e+00, 1.989436254799753778e-01, -3.004888358586315419e-03, 1.140596201752632766e+00, 4.173311976788848798e-02
1.565392903000141001e+00, 1.989436254799753778e-01, -7.221674539497540367e-03, 1.140596201752632766e+00, 9.595583006934514658e-02
1.512870895886312850e+00, 1.989436254799753778e-01, -1.295890666849482641e-02, 1.140596201752632766e+00, 1.722603643809275942e-01
1.441057710253372592e+00, 1.989436254799753778e-01, -2.044147699236017329e-02, 1.140596201752632766e+00, 2.765358755368439447e-01
1.346693972900179448e+00, 1.989436254799753778e-01, -2.965661347443087834e-02, 1.140596201752632766e+00, 4.134663504172014781e-01
1.228969370200032829e+00, 1.989436254799753778e-01, -4.015154232981556909e-02, 1.140596201752632766e+00, 5.841612375912467181e-01
1.091248789103909544e+00, 1.989436254799753778e-01, -5.087607845001780593e-02, 1.140596201752632766e+00, 7.836633902842906618e-01
9.417467331277045162e-01, 1.989436254799753778e-01, -6.020700820976310208e-02, 1.140596201752632766e+00, 1.000000000000000000e+00
7.920805106075432533e-01, 1.989436254799753778e-01, -6.632569753448215588e-02, 1.140596201752632766e+00, 1.216336609715709338e+00
6.539574704983139863e-01, 1.989436254799753778e-01, -6.791452361777075564e-02, 1.140596201752632766e+00, 1.415838762408753171e+00
5.358174618625826113e-01, 1.989436254799753778e-01, -6.472275699691633355e-02, 1.140596201752632766e+00, 1.586533649582798411e+00
4.412930012637225063e-01, 1.989436254799753778e-01, -5.748855667560611588e-02, 1.140596201752632766e+00, 1.723464124463156111e+00
3.698247882246160634e-01, 1.989436254799753778e-01, -4.733806131382014420e-02, 1.140596201752632766e+00, 1.827739635619072267e+00
3.184723140162149524e-01, 1.989436254799752946e-01, -3.504139940974735495e-02, 1.140596201752632766e+00, 1.904044169930654951e+00
2.841035842131439115e-01, 1.989436254799753778e-01, -2.018653509938188317e-02, 1.140596201752632766e+00, 1.958266880232111484e+00
2.692497976094733181e-01, 1.989436254799753778e-01, 0.000000000000000000e+00, 1.140596201752632766e+00, 2.000000000000000000e+00
2.841035842131433564e-01, 1.989436254799753778e-01, 2.018653509938152929e-02, 1.140596201752632766e+00, 2.041733119767888294e+00
3.184723140162147303e-01, 1.989436254799753778e-01, 3.504139940974727169e-02, 1.140596201752632766e+00, 2.095955830069344827e+00
3.698247882246156748e-01, 1.989436254799753778e-01, 4.733806131382006094e-02, 1.140596201752632766e+00, 2.172260364380927733e+00
4.412930012637222843e-01, 1.989436254799753778e-01, 5.748855667560609506e-02, 1.140596201752632766e+00, 2.276535875536843889e+00
5.358174618625819452e-01, 1.989436254799753778e-01, 6.472275699691629192e-02, 1.140596201752632766e+00, 2.413466350417201589e+00
6.539574704983134312e-01, 1.989436254799753778e-01, 6.791452361777074176e-02, 1.140596201752632766e+00, 2.584161237591246607e+00
7.920805106075426982e-01, 1.989436254799753778e-01, 6.632569753448215588e-02, 1.140596201752632766e+00, 2.783663390284290440e+00
9.417467331277040721e-01, 1.989436254799753778e-01, 6.020700820976312984e-02, 1.140596201752632766e+00, 3.000000000000000000e+00
1.091248789103908656e+00, 1.989436254799753778e-01, 5.087607845001786838e-02, 1.140596201752632766e+00, 3.216336609715709116e+00
1.228969370200032163e+00, 1.989436254799753778e-01, 4.015154232981566623e-02, 1.140596201752632766e+00, 3.415838762408752949e+00
1.346693972900178782e+00, 1.989436254799753778e-01, 2.965661347443094426e-02, 1.140596201752632766e+00, 3.586533649582798411e+00
1.441057710253371926e+00, 1.989436254799753778e-01, 2.044147699236022533e-02, 1.140596201752632766e+00, 3.723464124463156111e+00
1.512870895886310185e+00, 1.989436254799753778e-01, 1.295890666849526182e-02, 1.140596201752632766e+00, 3.827739635619072267e+00
1.565392903000137892e+00, 1.989436254799753778e-01, 7.221674539498186551e-03, 1.140596201752632766e+00, 3.904044169930655173e+00
1.602699974834110197e+00, 1.989436254799753778e-01, 3.004888358586799407e-03, 1.140596201752632766e+00, 3.958266880232111262e+00
1.628653595856840663e+00, 1.989436254799753778e-01, 0.000000000000000000e+00, 1.140596201752632766e+00, 4.000000000000000000e+00
1.675036578750416449e+00, 2.706680006594432419e-01, 0.000000000000000000e+00, 1.191284806119747852e+00, 0.000000000000000000e+00
1.650050700225988987e+00, 2.706680006594432419e-01, -2.892843948108644956e-03, 1.191284806119747852e+00, 4.173311976788848798e-02
1.614134711311401515e+00, 2.706680006594432419e-01, -6.952397225374538393e-03, 1.191284806119747852e+00, 9.595583006934514658e-02
1.563571112172151611e+00, 2.706680006594432419e-01, -1.247570300671561189e-02, 1.191284806119747852e+00, 1.722603643809275942e-01
1.494435651994725944e+00, 2.706680006594432419e-01, -1.967926789651896352e-02, 1.191284806119747852e+00, 2.765358755368439447e-01
1.403590491061184498e+00, 2.706680006594432419e-01, -2.855079609389098855e-02, 1.191284806119747852e+00, 4.134663504172014781e-01
1.290255530215972612e+00, 2.706680006594432419e-01, -3.865439656156816756e-02, 1.191284806119747852e+00, 5.841612375912467181e-01
1.157670188595706806e+00, 2.706680006594432419e-01, -4.897904284100445399e-02, 1.191284806119747852e+00, 7.836633902842906618e-01
1.013742672412033086e+00, 2.706680006594432419e-01, -5.796204668824395112e-02, 1.191284806119747852e+00, 1.000000000000000000e+00
8.696571110245139291e-01, 2.706680006594432419e-01, -6.385258612635399955e-02, 1.191284806119747852e+00, 1.216336609715709338e+00
7.366843170328152279e-01, 2.706680006594432419e-01, -6.538216904962802778e-02, 1.191284806119747852e+00, 1.415838762408753171e+00
6.229494396504942078e-01, 2.706680006594432419e-01, -6.230941503980592933e-02, 1.191284806119747852e+00, 1.586533649582798411e+00
5.319495484198289992e-01, 2.706680006594432419e-01, -5.534495908618991544e-02, 1.191284806119747852e+00, 1.723464124463156111e+00
4.631461977124554652e-01, 2.706680006594432419e-01, -4.557294908996431526e-02, 1.191284806119747852e+00, 1.827739635619072267e+00
4.137085226621691203e-01, 2.706680006594431309e-01, -3.373479747628156666e-02, 1.191284806119747852e+00, 1.904044169930654951e+00
3.806213127061326418e-01, 2.706680006594432419e-01, -1.943383211847608816e-02, 1.191284806119747852e+00, 1.958266880232111484e+00
3.663213848701643016e-01, 2.706680006594432419e-01, 0.000000000000000000e+00, 1.191284806119747852e+00, 2.000000000000000000e+00
3.806213127061321422e-01, 2.706680006594432419e-01, 1.943383211847575162e-02, 1.191284806119747852e+00, 2.041733119767888294e+00
4.137085226621688983e-01, 2.706680006594432419e-01, 3.373479747628149034e-02, 1.191284806119747852e+00, 2.095955830069344827e+00
4.631461977124551321e-01, 2.706680006594432419e-01, 4.557294908996423893e-02, 1.191284806119747852e+00, 2.172260364380927733e+00
5.319495484198288882e-01, 2.706680006594432419e-01, 5.534495908618990850e-02, 1.191284806119747852e+00, 2.276535875536843889e+00
6.229494396504935416e-01, 2.706680006594432419e-01, 6.230941503980589463e-02, 1.191284806119747852e+00, 2.413466350417201589e+00
7.366843170328147838e-01, 2.706680006594432419e-01, 6.538216904962802778e-02, 1.191284806119747852e+00, 2.584161237591246607e+00
8.696571110245133740e-01, 2.706680006594432419e-01, 6.385258612635399955e-02, 1.191284806119747852e+00, 2.783663390284290440e+00
1.013742672412032642e+00, 2.706680006594432419e-01, 5.796204668824397194e-02, 1.191284806119747852e+00, 3.000000000000000000e+00
1.157670188595706140e+00, 2.706680006594432419e-01, 4.897904284100450950e-02, 1.191284806119747852e+00, 3.216336609715709116e+00
1.290255530215971724e+00, 2.706680006594432419e-01, 3.865439656156826470e-02, 1.191284806119747852e+00, 3.415838762408752949e+00
1.403590491061184053e+00, 2.706680006594432419e-01, 2.855079609389104753e-02, 1.191284806119747852e+00, 3.586533649582798411e+00
1.494435651994725056e+00, 2.706680006594432419e-01, 1.967926789651901556e-02, 1.191284806119747852e+00, 3.723464124463156111e+00
1.563571112172148947e+00, 2.706680006594432419e-01, 1.247570300671602822e-02, 1.191284806119747852e+00, 3.827739635619072267e+00
1.614134711311398407e+00, 2.706680006594432419e-01, 6.952397225375159424e-03, 1.191284806119747852e+00, 3.904044169930655173e+00
1.650050700225986766e+00, 2.706680006594432419e-01, 2.892843948109111597e-03, 1.191284806119747852e+00, 3.958266880232111262e+00
1.675036578750416449e+00, 2.706680006594432419e-01, 0.000000000000000000e+00, 1.191284806119747852e+00, 4.000000000000000000e+00
1.722668776955997405e+00, 3.443241012720027472e-01, 0.000000000000000000e+00, 1.243338587471380041e+00, 0.000000000000000000e+00
1.698676704772071222e+00, 3.443241012720027472e-01, -2.777781887957291463e-03, 1.243338587471380041e+00, 4.173311976788848798e-02
1.664189264286301650e+00, 3.443241012720027472e-01, -6.675867567331571738e-03, 1.243338587471380041e+00, 9.595583006934514658e-02
1.615636818181916734e+00, 3.443241012720027472e-01, -1.197948540371367339e-02, 1.243338587471380041e+00, 1.722603643809275942e-01
1.549251201625584828e+00, 3.443241012720027472e-01, -1.889653051176501050e-02, 1.243338587471380041e+00, 2.765358755368439447e-01
1.462019381597842838e+00, 3.443241012720027472e-01, -2.741519615263866838e-02, 1.243338587471380041e+00, 4.134663504172014781e-01
1.353192287169189045e+00, 3.443241012720027472e-01, -3.711692873334696691e-02, 1.243338587471380041e+00, 5.841612375912467181e-01
1.225880490484754670e+00, 3.443241012720027472e-01, -4.703091509038313800e-02, 1.243338587471380041e+00, 7.836633902842906618e-01
1.087677651062642248e+00, 3.443241012720027472e-01, -5.565662246828259607e-02, 1.243338587471380041e+00, 1.000000000000000000e+00
9.493230526405299630e-01, 3.443241012720027472e-01, -6.131286734529305810e-02, 1.243338587471380041e+00, 1.216336609715709338e+00
8.216392143945325799e-01, 3.443241012720027472e-01, -6.278161153496056301e-02, 1.243338587471380041e+00, 1.415838762408753171e+00
7.124281099973486242e-01, 3.443241012720027472e-01, -5.983107545775097347e-02, 1.243338587471380041e+00, 1.586533649582798411e+00
6.250477140268392295e-01, 3.443241012720027472e-01, -5.314362879472608880e-02, 1.243338587471380041e+00, 1.723464124463156111e+00
5.589809973791364239e-01, 3.443241012720027472e-01, -4.376029776707066055e-02, 1.243338587471380041e+00, 1.827739635619072267e+00
5.115096920475132869e-01, 3.443241012720026362e-01, -3.239300532778097153e-02, 1.243338587471380041e+00, 1.904044169930654951e+00
4.797385166272115642e-01, 3.443241012720027472e-01, -1.866085687325092987e-02, 1.243338587471380041e+00, 1.958266880232111484e+00
4.660073644273772797e-01, 3.443241012720027472e-01, 0.000000000000000000e+00, 1.243338587471380041e+00, 2.000000000000000000e+00
4.797385166272110091e-01, 3.443241012720027472e-01, 1.866085687325060374e-02, 1.243338587471380041e+00, 2.041733119767888294e+00
5.115096920475131759e-01, 3.443241012720027472e-01, 3.239300532778089520e-02, 1.243338587471380041e+00, 2.095955830069344827e+00
5.589809973791360909e-01, 3.443241012720027472e-01, 4.376029776707059116e-02, 1.243338587471380041e+00, 2.172260364380927733e+00
6.250477140268391185e-01, 3.443241012720027472e-01, 5.314362879472607493e-02, 1.243338587471380041e+00, 2.276535875536843889e+00
7.124281099973481801e-01, 3.443241012720027472e-01, 5.983107545775093183e-02, 1.243338587471380041e+00, 2.413466350417201589e+00
8.216392143945321358e-01, 3.443241012720027472e-01, 6.278161153496054914e-02, 1.243338587471380041e+00, 2.584161237591246607e+00
9.493230526405294079e-01, 3.443241012720027472e-01, 6.131286734529306504e-02, 1.243338587471380041e+00, 2.783663390284290440e+00
1.087677651062641804e+00, 3.443241012720027472e-01, 5.565662246828262383e-02, 1.243338587471380041e+00, 3.000000000000000000e+00
1.225880490484754004e+00, 3.443241012720027472e-01, 4.703091509038319351e-02, 1.243338587471380041e+00, 3.216336609715709116e+00
1.353192287169188379e+00, 3.443241012720027472e-01, 3.711692873334706405e-02, 1.243338587471380041e+00, 3.415838762408752949e+00
1.462019381597842393e+00, 3.443241012720027472e-01, 2.741519615263872389e-02, 1.243338587471380041e+00, 3.586533649582798411e+00
1.549251201625584162e+00, 3.443241012720027472e-01, 1.889653051176505907e-02, 1.243338587471380041e+00, 3.723464124463156111e+00
1.615636818181914514e+00, 3.443241012720027472e-01, 1.197948540371407411e-02, 1.243338587471380041e+00, 3.827739635619072267e+00
1.664189264286298764e+00, 3.443241012720027472e-01, 6.675867567332168483e-03, 1.243338587471380041e+00, 3.904044169930655173e+00
1.698676704772069446e+00, 3.443241012720027472e-01, 2.777781887957739455e-03, 1.243338587471380041e+00, 3.958266880232111262e+00
1.722668776955997405e+00, 3.443241012720027472e-01, 0.000000000000000000e+00, 1.243338587471380041e+00, 4.000000000000000000e+00
1.771187169988210020e+00, 4.193505702020396964e-01, 0.000000000000000000e+00, 1.296360826997907889e+00, 0.000000000000000000e+00
1.748207393865411685e+00, 4.193505702020396964e-01, -2.660579103541909143e-03, 1.296360826997907889e+00, 4.173311976788848798e-02
1.715175079885367770e+00, 4.193505702020396964e-01, -6.394193087894676185e-03, 1.296360826997907889e+00, 9.595583006934514658e-02
1.668671204224285942e+00, 4.193505702020396964e-01, -1.147403569534540327e-02, 1.296360826997907889e+00, 1.722603643809275942e-01
1.605086592001399470e+00, 4.193505702020396964e-01, -1.809923033446500518e-02, 1.296360826997907889e+00, 2.765358755368439447e-01
1.521535338918526659e+00, 4.193505702020396964e-01, -2.625846842742983120e-02, 1.296360826997907889e+00, 4.134663504172014781e-01
1.417299979550919797e+00, 4.193505702020396964e-01, -3.555085638787040814e-02, 1.296360826997907889e+00, 5.841612375912467181e-01
