# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,ZBCSUSXMNM,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,24,33
# x,y,z,u,w
1.212797004989287220e-01, 2.233971866494266489e-02, 8.857854934256614854e-03, 1.044679437329885330e+00, 3.000000000000000000e+00
1.432749393189103604e-01, 2.233971866494266489e-02, 7.485057569444876491e-03, 1.044679437329885330e+00, 3.216336609715709116e+00
1.635368484402003053e-01, 2.233971866494266489e-02, 5.907228210128834950e-03, 1.044679437329885330e+00, 3.415838762408752949e+00
1.808568828335021250e-01, 2.233971866494266489e-02, 4.363179433905686570e-03, 1.044679437329885330e+00, 3.586533649582798411e+00
1.947399891592094534e-01, 2.233971866494266489e-02, 3.007417960537513320e-03, 1.044679437329885330e+00, 3.723464124463156111e+00
2.053053834483127837e-01, 2.233971866494266489e-02, 1.906557372460300579e-03, 1.044679437329885330e+00, 3.827739635619072267e+00
2.130325955072380761e-01, 2.233971866494266489e-02, 1.062476734110769051e-03, 1.044679437329885330e+00, 3.904044169930655173e+00
2.185213357744155149e-01, 2.233971866494266489e-02, 4.420891515031664053e-04, 1.044679437329885330e+00, 3.958266880232111262e+00
2.223397186649426760e-01, 2.233971866494266489e-02, 0.000000000000000000e+00, 1.044679437329885330e+00, 4.000000000000000000e+00
2.458134116485992116e-01, 4.581341164859920045e-02, 0.000000000000000000e+00, 1.091626823297198401e+00, 0.000000000000000000e+00
2.419950287580713844e-01, 4.581341164859920045e-02, -4.420891515030950648e-04, 1.091626823297198401e+00, 4.173311976788848798e-02
2.365062884908936958e-01, 4.581341164859920045e-02, -1.062476734110673858e-03, 1.091626823297198401e+00, 9.595583006934514658e-02
2.287790764319690417e-01, 4.581341164859920045e-02, -1.906557372460237045e-03, 1.091626823297198401e+00, 1.722603643809275942e-01
2.182136821428661000e-01, 4.581341164859920045e-02, -3.007417960537505080e-03, 1.091626823297198401e+00, 2.765358755368439447e-01
2.043305758171587438e-01, 4.581341164859920045e-02, -4.363179433905679631e-03, 1.091626823297198401e+00, 4.134663504172014781e-01
1.870105414238570352e-01, 4.581341164859920045e-02, -5.907228210128819337e-03, 1.091626823297198401e+00, 5.841612375912467181e-01
1.667486323025670070e-01, 4.581341164859920045e-02, -7.485057569444869552e-03, 1.091626823297198401e+00, 7.836633902842906618e-01
1.447533934825853408e-01, 4.581341164859920045e-02, -8.857854934256611384e-03, 1.091626823297198401e+00, 1.000000000000000000e+00
1.227340019356261414e-01, 4.581341164859920045e-02, -9.758056821673386644e-03, 1.091626823297198401e+00, 1.216336609715709338e+00
1.024128817081695758e-01, 4.581341164859920045e-02, -9.991810189927469860e-03, 1.091626823297198401e+00, 1.415838762408753171e+00
8.503173141448272521e-02, 4.581341164859920045e-02, -9.522226888046242399e-03, 1.091626823297198401e+00, 1.586533649582798411e+00
7.112497895127387060e-02, 4.581341164859920045e-02, -8.457907319329861784e-03, 1.091626823297198401e+00, 1.723464124463156111e+00
6.061033817547967911e-02, 4.581341164859920045e-02, -6.964532742199407676e-03, 1.091626823297198401e+00, 1.827739635619072267e+00
5.305519168043410644e-02, 4.581341164859920045e-02, -5.155407018124419372e-03, 1.091626823297198401e+00, 1.904044169930654951e+00
4.799875004809772000e-02, 4.581341164859920045e-02, -2.969910062838971958e-03, 1.091626823297198401e+00, 1.958266880232111484e+00
4.581341164859919352e-02, 4.581341164859920045e-02, 0.000000000000000000e+00, 1.091626823297198401e+00, 2.000000000000000000e+00
4.799875004809764367e-02, 4.581341164859920045e-02, 2.969910062838921651e-03, 1.091626823297198401e+00, 2.041733119767888294e+00
5.305519168043407868e-02, 4.581341164859920045e-02, 5.155407018124409831e-03, 1.091626823297198401e+00, 2.095955830069344827e+00
6.061033817547961666e-02, 4.581341164859920045e-02, 6.964532742199398135e-03, 1.091626823297198401e+00, 2.172260364380927733e+00
7.112497895127385672e-02, 4.581341164859920045e-02, 8.457907319329860049e-03, 1.091626823297198401e+00, 2.276535875536843889e+00
8.503173141448261418e-02, 4.581341164859920045e-02, 9.522226888046237195e-03, 1.091626823297198401e+00, 2.413466350417201589e+00
1.024128817081695064e-01, 4.581341164859920045e-02, 9.991810189927469860e-03, 1.091626823297198401e+00, 2.584161237591246607e+00
1.227340019356260858e-01, 4.581341164859920045e-02, 9.758056821673386644e-03, 1.091626823297198401e+00, 2.783663390284290440e+00
1.447533934825852575e-01, 4.581341164859920045e-02, 8.857854934256614854e-03, 1.091626823297198401e+00, 3.000000000000000000e+00
1.667486323025668959e-01, 4.581341164859920045e-02, 7.485057569444876491e-03, 1.091626823297198401e+00, 3.216336609715709116e+00
1.870105414238568409e-01, 4.581341164859920045e-02, 5.907228210128834082e-03, 1.091626823297198401e+00, 3.415838762408752949e+00
2.043305758171586328e-01, 4.581341164859920045e-02, 4.363179433905686570e-03, 1.091626823297198401e+00, 3.586533649582798411e+00
2.182136821428659612e-01, 4.581341164859920045e-02, 3.007417960537513320e-03, 1.091626823297198401e+00, 3.723464124463156111e+00
2.287790764319693193e-01, 4.581341164859920045e-02, 1.906557372460300579e-03, 1.091626823297198401e+00, 3.827739635619072267e+00
2.365062884908946117e-01, 4.581341164859920045e-02, 1.062476734110769051e-03, 1.091626823297198401e+00, 3.904044169930655173e+00
2.419950287580720505e-01, 4.581341164859920045e-02, 4.420891515031664053e-04, 1.091626823297198401e+00, 3.958266880232111262e+00
2.458134116485992116e-01, 4.581341164859920045e-02, 0.000000000000000000e+00, 1.091626823297198401e+00, 4.000000000000000000e+00
2.702981008763163939e-01, 7.029810087631638282e-02, 0.000000000000000000e+00, 1.140596201752632766e+00, 0.000000000000000000e+00
2.664797179857885667e-01, 7.029810087631638282e-02, -4.420891515030950648e-04, 1.140596201752632766e+00, 4.173311976788848798e-02
2.609909777186109059e-01, 7.029810087631638282e-02, -1.062476734110673858e-03, 1.140596201752632766e+00, 9.595583006934514658e-02
2.532637656596862241e-01, 7.029810087631638282e-02, -1.906557372460237045e-03, 1.140596201752632766e+00, 1.722603643809275942e-01
2.426983713705832546e-01, 7.029810087631638282e-02, -3.007417960537505080e-03, 1.140596201752632766e+00, 2.765358755368439447e-01
2.288152650448759262e-01, 7.029810087631638282e-02, -4.363179433905679631e-03, 1.140596201752632766e+00, 4.134663504172014781e-01
2.114952306515742175e-01, 7.029810087631638282e-02, -5.907228210128819337e-03, 1.140596201752632766e+00, 5.841612375912467181e-01
1.912333215302841893e-01, 7.029810087631638282e-02, -7.485057569444869552e-03, 1.140596201752632766e+00, 7.836633902842906618e-01
1.692380827103024954e-01, 7.029810087631638282e-02, -8.857854934256611384e-03, 1.140596201752632766e+00, 1.000000000000000000e+00
1.472186911633433237e-01, 7.029810087631638282e-02, -9.758056821673386644e-03, 1.140596201752632766e+00, 1.216336609715709338e+00
1.268975709358867721e-01, 7.029810087631638282e-02, -9.991810189927469860e-03, 1.140596201752632766e+00, 1.415838762408753171e+00
1.095164206421999076e-01, 7.029810087631638282e-02, -9.522226888046242399e-03, 1.140596201752632766e+00, 1.586533649582798411e+00
9.560966817899105297e-02, 7.029810087631638282e-02, -8.457907319329861784e-03, 1.140596201752632766e+00, 1.723464124463156111e+00
8.509502740319685454e-02, 7.029810087631638282e-02, -6.964532742199406809e-03, 1.140596201752632766e+00, 1.827739635619072267e+00
7.753988090815128187e-02, 7.029810087631638282e-02, -5.155407018124419372e-03, 1.140596201752632766e+00, 1.904044169930654951e+00
7.248343927581489543e-02, 7.029810087631638282e-02, -2.969910062838971958e-03, 1.140596201752632766e+00, 1.958266880232111484e+00
7.029810087631636895e-02, 7.029810087631638282e-02, 0.000000000000000000e+00, 1.140596201752632766e+00, 2.000000000000000000e+00
7.248343927581481216e-02, 7.029810087631638282e-02, 2.969910062838921651e-03, 1.140596201752632766e+00, 2.041733119767888294e+00
7.753988090815125411e-02, 7.029810087631638282e-02, 5.155407018124409831e-03, 1.140596201752632766e+00, 2.095955830069344827e+00
8.509502740319679903e-02, 7.029810087631638282e-02, 6.964532742199398135e-03, 1.140596201752632766e+00, 2.172260364380927733e+00
9.560966817899102521e-02, 7.029810087631638282e-02, 8.457907319329860049e-03, 1.140596201752632766e+00, 2.276535875536843889e+00
1.095164206421997966e-01, 7.029810087631638282e-02, 9.522226888046237195e-03, 1.140596201752632766e+00, 2.413466350417201589e+00
1.268975709358866888e-01, 7.029810087631638282e-02, 9.991810189927469860e-03, 1.140596201752632766e+00, 2.584161237591246607e+00
1.472186911633432405e-01, 7.029810087631638282e-02, 9.758056821673386644e-03, 1.140596201752632766e+00, 2.783663390284290440e+00
1.692380827103024399e-01, 7.029810087631638282e-02, 8.857854934256614854e-03, 1.140596201752632766e+00, 3.000000000000000000e+00
1.912333215302841061e-01, 7.029810087631638282e-02, 7.485057569444876491e-03, 1.140596201752632766e+00, 3.216336609715709116e+00
2.114952306515740232e-01, 7.029810087631638282e-02, 5.907228210128834082e-03, 1.140596201752632766e+00, 3.415838762408752949e+00
2.288152650448758152e-01, 7.029810087631638282e-02, 4.363179433905686570e-03, 1.140596201752632766e+00, 3.586533649582798411e+00
2.426983713705831436e-01, 7.029810087631638282e-02, 3.007417960537513320e-03, 1.140596201752632766e+00, 3.723464124463156111e+00
2.532637656596864462e-01, 7.029810087631638282e-02, 1.906557372460300579e-03, 1.140596201752632766e+00, 3.827739635619072267e+00
2.609909777186117941e-01, 7.029810087631638282e-02, 1.062476734110769051e-03, 1.140596201752632766e+00, 3.904044169930655173e+00
2.664797179857892329e-01, 7.029810087631638282e-02, 4.420891515031664053e-04, 1.140596201752632766e+00, 3.958266880232111262e+00
2.702981008763163939e-01, 7.029810087631638282e-02, 0.000000000000000000e+00, 1.140596201752632766e+00, 4.000000000000000000e+00
2.956424030598739372e-01, 9.564240305987392610e-02, 0.000000000000000000e+00, 1.191284806119747852e+00, 0.000000000000000000e+00
2.918240201693461100e-01, 9.564240305987392610e-02, -4.420891515030950106e-04, 1.191284806119747852e+00, 4.173311976788848798e-02
2.863352799021683937e-01, 9.564240305987392610e-02, -1.062476734110673858e-03, 1.191284806119747852e+00, 9.595583006934514658e-02
2.786080678432437674e-01, 9.564240305987392610e-02, -1.906557372460237045e-03, 1.191284806119747852e+00, 1.722603643809275942e-01
2.680426735541407979e-01, 9.564240305987392610e-02, -3.007417960537505080e-03, 1.191284806119747852e+00, 2.765358755368439447e-01
2.541595672284334695e-01, 9.564240305987392610e-02, -4.363179433905679631e-03, 1.191284806119747852e+00, 4.134663504172014781e-01
2.368395328351317608e-01, 9.564240305987392610e-02, -5.907228210128819337e-03, 1.191284806119747852e+00, 5.841612375912467181e-01
2.165776237138417326e-01, 9.564240305987392610e-02, -7.485057569444869552e-03, 1.191284806119747852e+00, 7.836633902842906618e-01
1.945823848938600387e-01, 9.564240305987392610e-02, -8.857854934256611384e-03, 1.191284806119747852e+00, 1.000000000000000000e+00
1.725629933469008670e-01, 9.564240305987392610e-02, -9.758056821673386644e-03, 1.191284806119747852e+00, 1.216336609715709338e+00
1.522418731194442876e-01, 9.564240305987392610e-02, -9.991810189927469860e-03, 1.191284806119747852e+00, 1.415838762408753171e+00
1.348607228257574508e-01, 9.564240305987392610e-02, -9.522226888046242399e-03, 1.191284806119747852e+00, 1.586533649582798411e+00
1.209539703625485962e-01, 9.564240305987392610e-02, -8.457907319329861784e-03, 1.191284806119747852e+00, 1.723464124463156111e+00
1.104393295867543978e-01, 9.564240305987392610e-02, -6.964532742199406809e-03, 1.191284806119747852e+00, 1.827739635619072267e+00
1.028841830917088113e-01, 9.564240305987392610e-02, -5.155407018124419372e-03, 1.191284806119747852e+00, 1.904044169930654951e+00
9.782774145937245258e-02, 9.564240305987392610e-02, -2.969910062838971958e-03, 1.191284806119747852e+00, 1.958266880232111484e+00
9.564240305987391222e-02, 9.564240305987392610e-02, 0.000000000000000000e+00, 1.191284806119747852e+00, 2.000000000000000000e+00
9.782774145937236931e-02, 9.564240305987392610e-02, 2.969910062838921651e-03, 1.191284806119747852e+00, 2.041733119767888294e+00
1.028841830917087974e-01, 9.564240305987392610e-02, 5.155407018124409831e-03, 1.191284806119747852e+00, 2.095955830069344827e+00
1.104393295867543562e-01, 9.564240305987392610e-02, 6.964532742199398135e-03, 1.191284806119747852e+00, 2.172260364380927733e+00
1.209539703625485685e-01, 9.564240305987392610e-02, 8.457907319329860049e-03, 1.191284806119747852e+00, 2.276535875536843889e+00
1.348607228257573398e-01, 9.564240305987392610e-02, 9.522226888046237195e-03, 1.191284806119747852e+00, 2.413466350417201589e+00
1.522418731194442043e-01, 9.564240305987392610e-02, 9.991810189927469860e-03, 1.191284806119747852e+00, 2.584161237591246607e+00
1.725629933469008115e-01, 9.564240305987392610e-02, 9.758056821673386644e-03, 1.191284806119747852e+00, 2.783663390284290440e+00
1.945823848938599832e-01, 9.564240305987392610e-02, 8.857854934256614854e-03, 1.191284806119747852e+00, 3.000000000000000000e+00
2.165776237138416493e-01, 9.564240305987392610e-02, 7.485057569444876491e-03, 1.191284806119747852e+00, 3.216336609715709116e+00
2.368395328351315388e-01, 9.564240305987392610e-02, 5.907228210128834950e-03, 1.191284806119747852e+00, 3.415838762408752949e+00
2.541595672284333585e-01, 9.564240305987392610e-02, 4.363179433905686570e-03, 1.191284806119747852e+00, 3.586533649582798411e+00
2.680426735541406869e-01, 9.564240305987392610e-02, 3.007417960537513320e-03, 1.191284806119747852e+00, 3.723464124463156111e+00
2.786080678432439894e-01, 9.564240305987392610e-02, 1.906557372460300579e-03, 1.191284806119747852e+00, 3.827739635619072267e+00
2.863352799021693373e-01, 9.564240305987392610e-02, 1.062476734110769051e-03, 1.191284806119747852e+00, 3.904044169930655173e+00
2.918240201693467206e-01, 9.564240305987392610e-02, 4.420891515031664053e-04, 1.191284806119747852e+00, 3.958266880232111262e+00
2.956424030598739372e-01, 9.564240305987392610e-02, 0.000000000000000000e+00, 1.191284806119747852e+00, 4.000000000000000000e+00
3.216692937356900317e-01, 1.216692937356900206e-01, 0.000000000000000000e+00, 1.243338587471380041e+00, 0.000000000000000000e+00
3.178509108451621490e-01, 1.216692937356900206e-01, -4.420891515030950648e-04, 1.243338587471380041e+00, 4.173311976788848798e-02
3.123621705779844882e-01, 1.216692937356900206e-01, -1.062476734110673858e-03, 1.243338587471380041e+00, 9.595583006934514658e-02
3.046349585190598619e-01, 1.216692937356900206e-01, -1.906557372460237045e-03, 1.243338587471380041e+00, 1.722603643809275942e-01
2.940695642299568924e-01, 1.216692937356900206e-01, -3.007417960537505080e-03, 1.243338587471380041e+00, 2.765358755368439447e-01
2.801864579042495640e-01, 1.216692937356900206e-01, -4.363179433905679631e-03, 1.243338587471380041e+00, 4.134663504172014781e-01
2.628664235109478553e-01, 1.216692937356900206e-01, -5.907228210128819337e-03, 1.243338587471380041e+00, 5.841612375912467181e-01
2.426045143896578271e-01, 1.216692937356900206e-01, -7.485057569444869552e-03, 1.243338587471380041e+00, 7.836633902842906618e-01
2.206092755696761332e-01, 1.216692937356900206e-01, -8.857854934256611384e-03, 1.243338587471380041e+00, 1.000000000000000000e+00
1.985898840227169615e-01, 1.216692937356900206e-01, -9.758056821673386644e-03, 1.243338587471380041e+00, 1.216336609715709338e+00
1.782687637952603543e-01, 1.216692937356900206e-01, -9.991810189927469860e-03, 1.243338587471380041e+00, 1.415838762408753171e+00
1.608876135015735453e-01, 1.216692937356900206e-01, -9.522226888046242399e-03, 1.243338587471380041e+00, 1.586533649582798411e+00
1.469808610383646907e-01, 1.216692937356900206e-01, -8.457907319329861784e-03, 1.243338587471380041e+00, 1.723464124463156111e+00
1.364662202625704923e-01, 1.216692937356900206e-01, -6.964532742199407676e-03, 1.243338587471380041e+00, 1.827739635619072267e+00
1.289110737675248919e-01, 1.216692937356900206e-01, -5.155407018124419372e-03, 1.243338587471380041e+00, 1.904044169930654951e+00
1.238546321351885332e-01, 1.216692937356900206e-01, -2.969910062838971958e-03, 1.243338587471380041e+00, 1.958266880232111484e+00
1.216692937356900067e-01, 1.216692937356900206e-01, 0.000000000000000000e+00, 1.243338587471380041e+00, 2.000000000000000000e+00
1.238546321351884499e-01, 1.216692937356900206e-01, 2.969910062838921651e-03, 1.243338587471380041e+00, 2.041733119767888294e+00
1.289110737675248919e-01, 1.216692937356900206e-01, 5.155407018124409831e-03, 1.243338587471380041e+00, 2.095955830069344827e+00
1.364662202625704368e-01, 1.216692937356900206e-01, 6.964532742199398135e-03, 1.243338587471380041e+00, 2.172260364380927733e+00
1.469808610383646630e-01, 1.216692937356900206e-01, 8.457907319329860049e-03, 1.243338587471380041e+00, 2.276535875536843889e+00
1.608876135015734066e-01, 1.216692937356900206e-01, 9.522226888046237195e-03, 1.243338587471380041e+00, 2.413466350417201589e+00
1.782687637952602988e-01, 1.216692937356900206e-01, 9.991810189927469860e-03, 1.243338587471380041e+00, 2.584161237591246607e+00
1.985898840227169060e-01, 1.216692937356900206e-01, 9.758056821673386644e-03, 1.243338587471380041e+00, 2.783663390284290440e+00
2.206092755696760499e-01, 1.216692937356900206e-01, 8.857854934256614854e-03, 1.243338587471380041e+00, 3.000000000000000000e+00
2.426045143896577438e-01, 1.216692937356900206e-01, 7.485057569444876491e-03, 1.243338587471380041e+00, 3.216336609715709116e+00
2.628664235109476333e-01, 1.216692937356900206e-01, 5.907228210128834082e-03, 1.243338587471380041e+00, 3.415838762408752949e+00
2.801864579042494530e-01, 1.216692937356900206e-01, 4.363179433905686570e-03, 1.243338587471380041e+00, 3.586533649582798411e+00
2.940695642299567814e-01, 1.216692937356900206e-01, 3.007417960537513320e-03, 1.243338587471380041e+00, 3.723464124463156111e+00
3.046349585190601394e-01, 1.216692937356900206e-01, 1.906557372460300579e-03, 1.243338587471380041e+00, 3.827739635619072267e+00
3.123621705779854318e-01, 1.216692937356900206e-01, 1.062476734110769051e-03, 1.243338587471380041e+00, 3.904044169930655173e+00
3.178509108451628151e-01, 1.216692937356900206e-01, 4.420891515031664595e-04, 1.243338587471380041e+00, 3.958266880232111262e+00
3.216692937356900317e-01, 1.216692937356900206e-01, 0.000000000000000000e+00, 1.243338587471380041e+00, 4.000000000000000000e+00
3.481804134989539556e-01, 1.481804134989539445e-01, 0.000000000000000000e+00, 1.296360826997907889e+00, 0.000000000000000000e+00
3.443620306084261284e-01, 1.481804134989539445e-01, -4.420891515030951190e-04, 1.296360826997907889e+00, 4.173311976788848798e-02
3.388732903412484121e-01, 1.481804134989539445e-01, -1.062476734110673858e-03, 1.296360826997907889e+00, 9.595583006934514658e-02
3.311460782823237858e-01, 1.481804134989539445e-01, -1.906557372460237262e-03, 1.296360826997907889e+00, 1.722603643809275942e-01
3.205806839932208163e-01, 1.481804134989539445e-01, -3.007417960537505080e-03, 1.296360826997907889e+00, 2.765358755368439447e-01
3.066975776675134879e-01, 1.481804134989539445e-01, -4.363179433905679631e-03, 1.296360826997907889e+00, 4.134663504172014781e-01
2.893775432742117792e-01, 1.481804134989539445e-01, -5.907228210128819337e-03, 1.296360826997907889e+00, 5.841612375912467181e-01
